# author: kadrlica@archimedes.local
# date: 2017/08/04 05:11:23 UTC
# version: obztak v3.3rc3+1.g182cde7.dirty
HEX,RA,DEC,FILTER,EXPTIME,TILING,PRIORITY,DATE,AIRMASS,SLEW,MOONANGLE,HOURANGLE
10240,187.9520,-52.7350,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10240,187.9520,-52.7350,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10241,190.3640,-51.6430,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10242,192.6440,-50.4750,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10242,192.6440,-50.4750,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10242,192.6440,-50.4750,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10242,192.6440,-50.4750,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10243,194.7870,-49.2340,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10243,194.7870,-49.2340,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10243,194.7870,-49.2340,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10243,194.7870,-49.2340,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10244,196.7890,-47.9230,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10244,196.7890,-47.9230,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10244,196.7890,-47.9230,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10244,196.7890,-47.9230,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10245,197.3450,-49.5410,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10245,197.3450,-49.5410,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10245,197.3450,-49.5410,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10245,197.3450,-49.5410,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10246,197.9370,-51.1550,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10246,197.9370,-51.1550,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10246,197.9370,-51.1550,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10264,193.0710,-52.0930,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10264,193.0710,-52.0930,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10264,193.0710,-52.0930,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10265,195.2800,-50.8500,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10265,195.2800,-50.8500,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10265,195.2800,-50.8500,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10265,195.2800,-50.8500,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10266,195.8080,-52.4660,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10266,195.8080,-52.4660,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
10266,195.8080,-52.4660,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11206,249.6760,-31.2980,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11206,249.6760,-31.2980,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11206,249.6760,-31.2980,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11206,249.6760,-31.2980,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11224,247.6270,-31.9580,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11224,247.6270,-31.9580,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11224,247.6270,-31.9580,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11225,247.1560,-33.5900,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11225,247.1560,-33.5900,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11225,247.1560,-33.5900,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11225,247.1560,-33.5900,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11243,245.5550,-32.5890,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11243,245.5550,-32.5890,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11243,245.5550,-32.5890,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11244,245.0480,-34.2200,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11244,245.0480,-34.2200,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11244,245.0480,-34.2200,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11244,245.0480,-34.2200,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11245,244.5240,-35.8590,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11245,244.5240,-35.8590,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11245,244.5240,-35.8590,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11245,244.5240,-35.8590,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11263,215.5230,-49.9740,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11263,215.5230,-49.9740,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11263,215.5230,-49.9740,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11264,243.4620,-33.1870,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11264,243.4620,-33.1870,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11264,243.4620,-33.1870,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11264,243.4620,-33.1870,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11265,242.9210,-34.8190,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11265,242.9210,-34.8190,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11265,242.9210,-34.8190,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11266,242.3600,-36.4610,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11266,242.3600,-36.4610,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11266,242.3600,-36.4610,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11266,242.3600,-36.4610,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11267,241.7790,-38.1140,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11267,241.7790,-38.1140,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11267,241.7790,-38.1140,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11285,216.8630,-48.3400,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11285,216.8630,-48.3400,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11285,216.8630,-48.3400,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11286,241.3510,-33.7520,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11286,241.3510,-33.7520,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11286,241.3510,-33.7520,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11286,241.3510,-33.7520,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11287,240.7760,-35.3850,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11287,240.7760,-35.3850,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11287,240.7760,-35.3850,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11287,240.7760,-35.3850,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11288,240.1790,-37.0290,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11288,240.1790,-37.0290,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11288,240.1790,-37.0290,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11288,240.1790,-37.0290,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11289,239.5600,-38.6860,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11289,239.5600,-38.6860,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11289,239.5600,-38.6860,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11290,238.9150,-40.3560,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11290,238.9150,-40.3560,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11290,238.9150,-40.3560,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11290,238.9150,-40.3560,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11307,219.3850,-48.1520,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11307,219.3850,-48.1520,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11307,219.3850,-48.1520,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11308,218.1140,-46.6990,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11308,218.1140,-46.6990,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11308,218.1140,-46.6990,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11309,239.2250,-34.2810,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11309,239.2250,-34.2810,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11309,239.2250,-34.2810,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11309,239.2250,-34.2810,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11310,238.6160,-35.9150,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11310,238.6160,-35.9150,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11310,238.6160,-35.9150,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11310,238.6160,-35.9150,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11311,237.9840,-37.5620,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11311,237.9840,-37.5620,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11311,237.9840,-37.5620,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11311,237.9840,-37.5620,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11312,237.3250,-39.2220,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11312,237.3250,-39.2220,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11312,237.3250,-39.2220,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11312,237.3250,-39.2220,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11313,236.6380,-40.8950,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11313,236.6380,-40.8950,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11313,236.6380,-40.8950,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11326,221.9030,-47.9150,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11326,221.9030,-47.9150,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11326,221.9030,-47.9150,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11327,220.5660,-46.4960,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11327,220.5660,-46.4960,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11327,220.5660,-46.4960,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11328,219.2830,-45.0560,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11328,219.2830,-45.0560,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11328,219.2830,-45.0560,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11329,237.0880,-34.7720,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11330,236.4460,-36.4090,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11330,236.4460,-36.4090,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11330,236.4460,-36.4090,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11331,235.7760,-38.0580,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11331,235.7760,-38.0580,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11331,235.7760,-38.0580,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11332,235.0780,-39.7200,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11332,235.0780,-39.7200,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11332,235.0780,-39.7200,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11333,234.3470,-41.3940,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11333,234.3470,-41.3940,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11333,234.3470,-41.3940,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11334,233.5770,-43.0760,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11334,233.5770,-43.0760,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11334,233.5770,-43.0760,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11342,224.4160,-47.6270,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11342,224.4160,-47.6270,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11342,224.4160,-47.6270,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11343,223.0160,-46.2460,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11343,223.0160,-46.2460,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11343,223.0160,-46.2460,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11344,221.6740,-44.8400,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11344,221.6740,-44.8400,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11344,221.6740,-44.8400,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11345,220.3800,-43.4120,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11345,220.3800,-43.4120,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11345,220.3800,-43.4120,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11346,234.9420,-35.2250,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11347,234.2660,-36.8630,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11347,234.2660,-36.8630,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11347,234.2660,-36.8630,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11348,233.5590,-38.5140,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11348,233.5590,-38.5140,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11348,233.5590,-38.5140,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11349,232.8200,-40.1760,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11349,232.8200,-40.1760,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11349,232.8200,-40.1760,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11350,232.0400,-41.8460,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11350,232.0400,-41.8460,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11350,232.0400,-41.8460,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11351,231.2140,-43.5230,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11351,231.2140,-43.5230,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11351,231.2140,-43.5230,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11352,230.3400,-45.2070,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11352,230.3400,-45.2070,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11352,230.3400,-45.2070,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11356,225.4640,-45.9480,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11356,225.4640,-45.9480,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11356,225.4640,-45.9480,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11357,224.0630,-44.5800,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11357,224.0630,-44.5800,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11357,224.0630,-44.5800,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11358,222.7150,-43.1870,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11358,222.7150,-43.1870,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11358,222.7150,-43.1870,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11359,221.4120,-41.7710,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11359,221.4120,-41.7710,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11359,221.4120,-41.7710,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11360,232.7910,-35.6380,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11360,232.7910,-35.6380,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11360,232.7910,-35.6380,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11361,232.0800,-37.2770,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11361,232.0800,-37.2770,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11361,232.0800,-37.2770,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11362,231.3350,-38.9280,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11362,231.3350,-38.9280,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11362,231.3350,-38.9280,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11363,230.5500,-40.5870,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11363,230.5500,-40.5870,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11363,230.5500,-40.5870,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11364,229.7180,-42.2510,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11364,229.7180,-42.2510,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11364,229.7180,-42.2510,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11365,228.8370,-43.9220,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11365,228.8370,-43.9220,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11365,228.8370,-43.9220,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11365,228.8370,-43.9220,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11366,227.9060,-45.6010,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11366,227.9060,-45.6010,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11366,227.9060,-45.6010,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11367,226.4520,-44.2740,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11367,226.4520,-44.2740,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11367,226.4520,-44.2740,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11367,226.4520,-44.2740,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11368,225.0500,-42.9200,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11368,225.0500,-42.9200,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11368,225.0500,-42.9200,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11369,223.6960,-41.5380,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11369,223.6960,-41.5380,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11369,223.6960,-41.5380,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11369,223.6960,-41.5380,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11370,222.3830,-40.1350,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11370,222.3830,-40.1350,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11370,222.3830,-40.1350,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11370,222.3830,-40.1350,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11371,230.6380,-36.0120,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11371,230.6380,-36.0120,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11371,230.6380,-36.0120,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11372,229.8910,-37.6510,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11372,229.8910,-37.6510,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11372,229.8910,-37.6510,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11373,229.1030,-39.2980,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11373,229.1030,-39.2980,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11373,229.1030,-39.2980,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11374,228.2690,-40.9500,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11374,228.2690,-40.9500,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11374,228.2690,-40.9500,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11375,227.3860,-42.6080,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11375,227.3860,-42.6080,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11375,227.3860,-42.6080,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11376,225.9820,-41.2660,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11376,225.9820,-41.2660,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11376,225.9820,-41.2660,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11377,224.6230,-39.8970,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11377,224.6230,-39.8970,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11377,224.6230,-39.8970,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11377,224.6230,-39.8970,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11378,223.3020,-38.5050,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11378,223.3020,-38.5050,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11378,223.3020,-38.5050,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11379,228.4840,-36.3450,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11379,228.4840,-36.3450,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11379,228.4840,-36.3450,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11380,227.6970,-37.9800,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11380,227.6970,-37.9800,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11380,227.6970,-37.9800,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11381,226.8640,-39.6200,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11381,226.8640,-39.6200,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11381,226.8640,-39.6200,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11382,225.5000,-38.2630,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11382,225.5000,-38.2630,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11382,225.5000,-38.2630,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11383,224.1720,-36.8820,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11383,224.1720,-36.8820,r,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11383,224.1720,-36.8820,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11383,224.1720,-36.8820,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11384,226.3290,-36.6340,g,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11384,226.3290,-36.6340,i,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
11384,226.3290,-36.6340,z,90.0000,1,2,,-1.0000,-1.0000,-1.0000,-1.0000
12442,0.9570,-30.5800,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
12942,305.0580,-35.2250,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
12942,305.0580,-35.2250,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
12942,305.0580,-35.2250,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
12942,305.0580,-35.2250,z,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
12943,306.5220,-34.0100,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
12943,306.5220,-34.0100,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
12943,306.5220,-34.0100,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
12943,306.5220,-34.0100,z,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
12952,305.7340,-36.8630,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
